signup_date,country,plan_type,monthly_revenue,active_users,logins_last_30_days,churned,referral_source,support_tickets,year,month,day
2021-04-11,Canada,Basic,50,2,12,No,Referral,2,2021,Apr,11
2023-11-23,Germany,Enterprise,500,8,10,No,Facebook,1,2023,Nov,23
2020-02-25,United states,Basic,50,6,11,No,Google Ads,2,2020,Feb,25
2021-04-12,United kingdom,Premium,100,2,10,No,Twitter,2,2021,Apr,12
2021-02-25,Canada,Enterprise,500,3,12,No,Facebook,1,2021,Feb,25
2022-09-11,Nigeria,Free,0,5,11,No,Google Ads,1,2022,Sep,11
2021-02-05,Nigeria,Free,0,5,9,No,LinkedIn,1,2021,Feb,5
2021-01-23,United states,Premium,100,4,13,No,Twitter,3,2021,Jan,23
2020-05-16,United states,Basic,50,3,10,No,Twitter,1,2020,May,16
2024-05-02,Nigeria,Basic,50,4,12,Yes,Referral,0,2024,May,2
2024-04-10,United states,Basic,50,3,9,No,Twitter,1,2024,Apr,10
2022-12-09,Nigeria,Basic,50,5,12,No,Direct,1,2022,Dec,9
2022-10-08,United states,Basic,50,5,11,No,Twitter,0,2022,Oct,8
2024-08-03,United kingdom,Basic,50,3,17,Yes,Twitter,2,2024,Aug,3
2024-02-26,United states,Premium,100,6,5,No,Direct,0,2024,Feb,26
2020-04-12,Nigeria,Enterprise,500,2,5,No,Facebook,1,2020,Apr,12
2025-05-15,Canada,Basic,50,3,7,No,Direct,2,2025,May,15
2022-08-03,United states,Basic,50,7,9,No,LinkedIn,0,2022,Aug,3
2022-05-30,Canada,Premium,100,3,9,No,Referral,1,2022,May,30
2022-03-16,Canada,Basic,50,2,9,No,LinkedIn,1,2022,Mar,16
2025-06-16,United kingdom,Basic,50,2,6,No,Direct,0,2025,Jun,16
2024-07-10,Canada,Enterprise,500,7,13,No,LinkedIn,1,2024,Jul,10
2024-10-20,Germany,Basic,50,1,5,No,Twitter,1,2024,Oct,20
2024-11-10,Nigeria,Free,0,5,8,No,Twitter,1,2024,Nov,10
2023-10-27,United states,Free,0,0,6,No,LinkedIn,1,2023,Oct,27
2023-09-14,Nigeria,Basic,50,5,10,No,Facebook,2,2023,Sep,14
2022-01-08,Canada,Basic,50,1,10,No,Google Ads,1,2022,Jan,8
2022-08-09,Canada,Basic,50,0,8,No,Twitter,1,2022,Aug,9
2022-08-14,United states,Enterprise,500,4,6,No,Twitter,1,2022,Aug,14
2022-02-22,United kingdom,Enterprise,500,4,12,Yes,Referral,1,2022,Feb,22
2023-09-11,United states,Basic,50,3,9,Yes,Referral,1,2023,Sep,11
2021-07-23,Canada,Enterprise,500,1,11,No,Referral,0,2021,Jul,23
2021-07-05,Canada,Enterprise,500,1,9,No,Referral,2,2021,Jul,5
2024-11-23,United states,Basic,50,2,13,No,Direct,1,2024,Nov,23
2022-05-01,Canada,Basic,50,2,11,No,Direct,1,2022,May,1
2025-07-10,Nigeria,Free,0,6,10,No,Facebook,0,2025,Jul,10
2022-04-24,Canada,Basic,50,1,7,No,Referral,0,2022,Apr,24
2023-09-13,United states,Basic,50,2,13,No,Referral,0,2023,Sep,13
2022-06-12,United states,Free,0,6,8,No,Direct,1,2022,Jun,12
2021-06-16,Nigeria,Free,0,6,13,No,Twitter,0,2021,Jun,16
2023-11-08,Canada,Basic,50,5,5,No,Direct,2,2023,Nov,8
2021-02-17,United states,Basic,50,2,12,Yes,Direct,0,2021,Feb,17
2024-12-29,United states,Free,0,1,13,No,Direct,3,2024,Dec,29
2022-08-01,United kingdom,Basic,50,2,8,No,Facebook,1,2022,Aug,1
2022-04-28,United states,Premium,100,3,10,No,Referral,1,2022,Apr,28
2022-08-23,Nigeria,Premium,100,1,5,Yes,Facebook,2,2022,Aug,23
2023-08-03,United states,Basic,50,2,10,No,Facebook,1,2023,Aug,3
2020-06-28,United states,Basic,50,4,10,No,Twitter,0,2020,Jun,28
2023-03-08,United states,Enterprise,500,2,9,No,Referral,0,2023,Mar,8
2021-03-12,Canada,Enterprise,500,3,6,No,Facebook,0,2021,Mar,12
2020-07-04,Canada,Premium,100,2,12,No,Referral,3,2020,Jul,4
2021-09-08,Nigeria,Premium,100,2,9,Yes,Referral,0,2021,Sep,8
2023-04-11,Canada,Premium,100,4,10,No,Referral,0,2023,Apr,11
2021-03-25,Nigeria,Premium,100,2,8,No,Facebook,1,2021,Mar,25
2020-05-02,Nigeria,Enterprise,500,4,11,No,Direct,0,2020,May,2
2023-01-08,United states,Free,0,3,10,No,Direct,0,2023,Jan,8
2024-04-02,Canada,Premium,100,4,5,Yes,Google Ads,2,2024,Apr,2
2020-05-02,United kingdom,Enterprise,500,2,8,No,Facebook,0,2020,May,2
2021-12-17,United states,Enterprise,500,3,9,No,Facebook,2,2021,Dec,17
2020-02-15,United states,Premium,100,2,19,No,Direct,1,2020,Feb,15
2024-03-22,Nigeria,Premium,100,3,12,No,Facebook,1,2024,Mar,22
2022-08-28,United states,Basic,50,4,11,No,Facebook,1,2022,Aug,28
2025-07-28,Germany,Basic,50,4,17,No,LinkedIn,2,2025,Jul,28
2025-06-24,Nigeria,Basic,50,2,5,Yes,LinkedIn,0,2025,Jun,24
2020-08-31,Canada,Basic,50,4,11,No,Facebook,1,2020,Aug,31
2021-07-12,United kingdom,Enterprise,500,5,4,No,Facebook,0,2021,Jul,12
2023-06-24,United states,Free,0,5,13,No,Facebook,1,2023,Jun,24
2023-02-08,Germany,Enterprise,500,5,11,No,Facebook,0,2023,Feb,8
2025-02-19,United kingdom,Enterprise,500,4,7,Yes,Facebook,2,2025,Feb,19
2024-03-17,United kingdom,Enterprise,500,0,8,No,Twitter,0,2024,Mar,17
2024-05-14,United states,Enterprise,500,5,8,No,Direct,1,2024,May,14
2020-03-21,Germany,Basic,50,2,15,No,Facebook,1,2020,Mar,21
2020-02-10,United states,Basic,50,2,8,No,Facebook,0,2020,Feb,10
2025-01-24,United states,Enterprise,500,4,9,No,Direct,2,2025,Jan,24
2022-03-06,United states,Enterprise,500,3,14,No,Twitter,1,2022,Mar,6
2020-12-18,Germany,Basic,50,6,9,Yes,Twitter,1,2020,Dec,18
2020-11-17,United states,Premium,100,4,7,No,Direct,3,2020,Nov,17
2021-09-19,Canada,Premium,100,6,7,No,Twitter,1,2021,Sep,19
2025-03-21,Germany,Premium,100,0,10,No,Direct,0,2025,Mar,21
2022-01-02,Canada,Premium,100,2,8,No,Facebook,2,2022,Jan,2
2024-04-20,United states,Premium,100,3,10,No,Referral,3,2024,Apr,20
2023-11-24,United states,Free,0,3,6,No,Referral,1,2023,Nov,24
2025-05-24,United states,Premium,100,4,13,No,Facebook,2,2025,May,24
2022-03-24,Canada,Premium,100,2,8,No,LinkedIn,0,2022,Mar,24
2024-08-16,Canada,Basic,50,3,7,Yes,Google Ads,0,2024,Aug,16
2024-08-19,Germany,Basic,50,5,14,No,Google Ads,2,2024,Aug,19
2025-07-15,United states,Enterprise,500,3,9,No,LinkedIn,3,2025,Jul,15
2024-04-15,Canada,Basic,50,2,11,No,LinkedIn,0,2024,Apr,15
2024-08-14,United kingdom,Premium,100,2,11,No,Facebook,2,2024,Aug,14
2022-04-27,Germany,Free,0,1,14,No,Referral,1,2022,Apr,27
2025-06-23,Nigeria,Premium,100,2,9,No,Facebook,2,2025,Jun,23
2020-05-01,Canada,Basic,50,5,7,No,LinkedIn,1,2020,May,1
2022-12-30,United states,Basic,50,1,16,Yes,Google Ads,0,2022,Dec,30
2025-07-11,Germany,Enterprise,500,1,12,Yes,Google Ads,0,2025,Jul,11
2021-04-29,Canada,Basic,50,2,7,No,Direct,2,2021,Apr,29
2022-07-11,Germany,Basic,50,3,8,No,Direct,1,2022,Jul,11
2023-03-01,United states,Basic,50,1,10,No,LinkedIn,1,2023,Mar,1
2020-02-21,Nigeria,Premium,100,2,6,No,Facebook,2,2020,Feb,21
2021-07-16,United states,Basic,50,1,6,No,Google Ads,2,2021,Jul,16
2023-05-01,Nigeria,Premium,100,6,4,No,Google Ads,0,2023,May,1
2020-09-20,United kingdom,Premium,100,3,14,Yes,Google Ads,0,2020,Sep,20
2024-06-28,United states,Premium,100,3,18,Yes,Referral,1,2024,Jun,28
2023-07-29,Canada,Basic,50,2,11,No,Referral,1,2023,Jul,29
2024-02-19,Canada,Free,0,3,12,Yes,Referral,0,2024,Feb,19
2024-06-25,United states,Enterprise,500,6,9,No,Google Ads,2,2024,Jun,25
2023-03-15,United states,Premium,100,2,6,No,Referral,3,2023,Mar,15
2023-05-28,Canada,Premium,100,5,6,No,Google Ads,1,2023,May,28
2023-06-27,United kingdom,Premium,100,5,8,No,Google Ads,1,2023,Jun,27
2023-10-31,Canada,Basic,50,1,7,No,Google Ads,1,2023,Oct,31
2021-09-12,United kingdom,Free,0,4,5,No,LinkedIn,1,2021,Sep,12
2021-12-12,Canada,Premium,100,0,13,No,LinkedIn,3,2021,Dec,12
2021-10-03,United states,Enterprise,500,7,13,No,LinkedIn,0,2021,Oct,3
2025-07-26,Germany,Premium,100,3,14,No,Facebook,2,2025,Jul,26
2024-10-08,United states,Free,0,3,9,Yes,Facebook,1,2024,Oct,8
2021-01-28,United states,Free,0,4,8,Yes,Direct,1,2021,Jan,28
2024-12-16,United states,Free,0,1,14,No,Direct,0,2024,Dec,16
2022-04-22,Canada,Premium,100,2,11,No,LinkedIn,1,2022,Apr,22
2024-11-03,United kingdom,Enterprise,500,1,11,Yes,Referral,0,2024,Nov,3
2022-12-27,United states,Enterprise,500,9,10,Yes,Referral,0,2022,Dec,27
2025-01-01,Canada,Enterprise,500,2,12,No,Google Ads,0,2025,Jan,1
2022-12-29,Canada,Basic,50,4,8,No,Twitter,0,2022,Dec,29
2024-09-12,Canada,Enterprise,500,2,15,Yes,Direct,1,2024,Sep,12
2022-12-16,Nigeria,Premium,100,5,8,No,Twitter,2,2022,Dec,16
2024-05-07,Nigeria,Premium,100,3,7,No,LinkedIn,3,2024,May,7
2023-03-14,Canada,Premium,100,1,6,No,Google Ads,0,2023,Mar,14
2025-07-30,United states,Enterprise,500,4,4,Yes,Twitter,0,2025,Jul,30
2020-04-17,United kingdom,Premium,100,4,13,No,Referral,1,2020,Apr,17
2023-12-01,Nigeria,Premium,100,3,15,No,LinkedIn,2,2023,Dec,1
2024-12-20,United kingdom,Premium,100,2,9,Yes,Referral,0,2024,Dec,20
2021-12-20,Nigeria,Premium,100,3,5,No,Facebook,1,2021,Dec,20
2021-10-19,Nigeria,Free,0,0,8,No,LinkedIn,1,2021,Oct,19
2024-09-11,United states,Free,0,2,7,No,LinkedIn,1,2024,Sep,11
2025-07-05,Canada,Basic,50,1,9,Yes,Direct,1,2025,Jul,5
2020-10-05,Nigeria,Basic,50,3,6,No,Referral,1,2020,Oct,5
2025-05-31,United states,Basic,50,4,11,No,Referral,3,2025,May,31
2023-05-23,Germany,Basic,50,2,10,No,Google Ads,1,2023,May,23
2021-09-20,United kingdom,Basic,50,2,11,No,LinkedIn,0,2021,Sep,20
2025-07-20,Nigeria,Free,0,2,8,No,Google Ads,2,2025,Jul,20
2023-05-12,United states,Basic,50,4,12,Yes,Google Ads,0,2023,May,12
2021-02-25,United states,Basic,50,5,5,Yes,Google Ads,0,2021,Feb,25
2022-07-02,United states,Basic,50,1,9,No,Referral,3,2022,Jul,2
2022-05-29,United states,Basic,50,2,9,No,LinkedIn,1,2022,May,29
2022-07-31,Canada,Basic,50,3,10,No,Facebook,1,2022,Jul,31
2023-12-06,United states,Free,0,4,10,Yes,Facebook,0,2023,Dec,6
2021-09-25,Nigeria,Basic,50,3,11,No,Facebook,0,2021,Sep,25
2025-06-02,United kingdom,Premium,100,4,5,No,Facebook,1,2025,Jun,2
2020-01-11,United states,Premium,100,4,8,No,Referral,1,2020,Jan,11
2020-03-07,United states,Premium,100,0,15,No,Twitter,1,2020,Mar,7
2024-05-12,United states,Premium,100,6,12,Yes,Referral,1,2024,May,12
2021-02-02,Nigeria,Premium,100,3,7,No,Facebook,2,2021,Feb,2
2023-04-06,Nigeria,Premium,100,2,6,No,Direct,2,2023,Apr,6
2021-09-09,Nigeria,Enterprise,500,3,9,No,LinkedIn,1,2021,Sep,9
2024-12-16,United kingdom,Enterprise,500,5,10,No,LinkedIn,1,2024,Dec,16
2023-11-27,United states,Free,0,2,9,No,Referral,1,2023,Nov,27
2023-07-19,United states,Basic,50,2,11,Yes,Twitter,3,2023,Jul,19
2023-03-22,United states,Basic,50,4,10,No,Twitter,1,2023,Mar,22
2023-09-30,Germany,Basic,50,3,15,Yes,Twitter,1,2023,Sep,30
2020-09-28,Nigeria,Basic,50,5,10,No,Direct,3,2020,Sep,28
2023-05-03,United states,Premium,100,3,14,No,Google Ads,1,2023,May,3
2020-02-09,Canada,Free,0,2,16,No,Twitter,1,2020,Feb,9
2021-04-17,United states,Basic,50,2,15,No,LinkedIn,0,2021,Apr,17
2020-10-21,United states,Free,0,4,7,No,Direct,0,2020,Oct,21
2023-11-27,United states,Free,0,3,8,No,Direct,1,2023,Nov,27
2024-10-09,United kingdom,Free,0,2,11,No,Twitter,3,2024,Oct,9
2023-02-21,United kingdom,Basic,50,5,11,Yes,Facebook,0,2023,Feb,21
2021-10-25,United kingdom,Basic,50,4,12,No,Google Ads,1,2021,Oct,25
2020-08-10,United kingdom,Premium,100,1,13,No,Facebook,0,2020,Aug,10
2022-12-09,Canada,Free,0,2,11,Yes,Google Ads,1,2022,Dec,9
2022-04-27,United states,Premium,100,4,14,No,Direct,1,2022,Apr,27
2020-09-17,United states,Enterprise,500,2,12,No,Direct,0,2020,Sep,17
2023-07-05,Nigeria,Enterprise,500,4,15,No,Direct,0,2023,Jul,5
2021-02-25,United states,Basic,50,3,13,No,Google Ads,3,2021,Feb,25
2024-10-31,Canada,Premium,100,3,14,No,Facebook,0,2024,Oct,31
2023-05-16,Canada,Basic,50,3,15,No,Referral,2,2023,May,16
2023-03-16,United kingdom,Free,0,3,10,Yes,Referral,1,2023,Mar,16
2020-07-07,Canada,Premium,100,6,9,No,Facebook,1,2020,Jul,7
2023-06-09,United states,Basic,50,5,13,No,Facebook,0,2023,Jun,9
2023-12-02,United states,Premium,100,4,20,No,LinkedIn,2,2023,Dec,2
2023-11-03,Canada,Enterprise,500,0,10,No,Google Ads,0,2023,Nov,3
2022-12-10,Nigeria,Premium,100,5,8,No,Twitter,1,2022,Dec,10
2025-01-19,Germany,Premium,100,1,10,No,Google Ads,1,2025,Jan,19
2020-01-10,United states,Enterprise,500,2,8,No,Direct,2,2020,Jan,10
2025-05-29,United states,Basic,50,4,3,No,LinkedIn,1,2025,May,29
2021-06-06,United states,Basic,50,4,16,No,Referral,0,2021,Jun,6
2023-12-16,United states,Free,0,0,10,No,Direct,1,2023,Dec,16
2025-06-03,United states,Basic,50,3,12,No,Facebook,1,2025,Jun,3
2022-08-09,Nigeria,Enterprise,500,5,9,No,Facebook,3,2022,Aug,9
2024-07-02,Canada,Basic,50,2,12,No,Twitter,0,2024,Jul,2
2023-01-03,United states,Premium,100,6,16,No,Referral,0,2023,Jan,3
2024-07-22,United states,Basic,50,4,12,No,Facebook,3,2024,Jul,22
2022-05-27,Canada,Enterprise,500,5,6,No,Twitter,0,2022,May,27
2020-08-27,United states,Basic,50,1,15,No,Twitter,2,2020,Aug,27
2025-05-02,United kingdom,Basic,50,4,15,Yes,Twitter,4,2025,May,2
2024-11-24,Germany,Premium,100,3,7,No,Twitter,1,2024,Nov,24
2022-05-16,United states,Premium,100,1,9,No,Facebook,0,2022,May,16
2023-06-27,United states,Basic,50,6,14,No,Facebook,0,2023,Jun,27
2020-10-28,United states,Enterprise,500,1,9,No,Referral,2,2020,Oct,28
2020-03-16,United states,Premium,100,1,10,No,Referral,1,2020,Mar,16
2023-01-10,Canada,Free,0,4,8,No,LinkedIn,3,2023,Jan,10
2024-09-07,Canada,Free,0,3,14,No,LinkedIn,3,2024,Sep,7
2021-06-13,United states,Enterprise,500,4,1,No,Facebook,0,2021,Jun,13
2024-07-18,Canada,Enterprise,500,5,15,No,Facebook,1,2024,Jul,18
2022-06-01,United states,Free,0,3,14,No,Facebook,1,2022,Jun,1
2024-09-15,Germany,Free,0,2,11,No,Direct,0,2024,Sep,15
2022-03-05,United states,Basic,50,8,8,No,Google Ads,2,2022,Mar,5
2020-10-03,United states,Enterprise,500,5,12,No,Twitter,2,2020,Oct,3
2024-02-13,United kingdom,Enterprise,500,3,13,Yes,Google Ads,1,2024,Feb,13
2021-12-28,Nigeria,Basic,50,3,18,No,Facebook,1,2021,Dec,28
2023-10-18,United states,Basic,50,1,9,No,LinkedIn,4,2023,Oct,18
2023-12-23,Nigeria,Premium,100,4,6,No,Referral,1,2023,Dec,23
2025-07-12,Nigeria,Enterprise,500,6,12,No,Facebook,5,2025,Jul,12
2024-06-14,Canada,Free,0,3,15,No,Facebook,2,2024,Jun,14
2021-03-25,Canada,Basic,50,2,10,No,Facebook,2,2021,Mar,25
2025-01-12,Canada,Basic,50,3,13,No,LinkedIn,1,2025,Jan,12
2025-03-22,Canada,Enterprise,500,4,9,No,LinkedIn,1,2025,Mar,22
2024-03-13,Nigeria,Premium,100,3,11,No,Facebook,0,2024,Mar,13
2022-10-31,Nigeria,Premium,100,4,11,Yes,Facebook,1,2022,Oct,31
2023-10-06,United states,Free,0,1,12,No,Referral,0,2023,Oct,6
2020-12-15,United kingdom,Free,0,0,5,No,LinkedIn,1,2020,Dec,15
2024-03-03,United states,Free,0,2,5,No,LinkedIn,3,2024,Mar,3
2025-03-05,Canada,Basic,50,1,3,No,Referral,0,2025,Mar,5
2024-09-19,Germany,Basic,50,3,14,No,LinkedIn,0,2024,Sep,19
2022-12-07,Canada,Basic,50,4,6,Yes,Direct,3,2022,Dec,7
2023-10-05,Canada,Premium,100,0,11,No,Direct,1,2023,Oct,5
2021-10-10,Canada,Enterprise,500,0,9,No,Google Ads,1,2021,Oct,10
2022-02-24,United states,Premium,100,3,8,No,Referral,2,2022,Feb,24
2021-05-21,Canada,Free,0,3,13,Yes,Direct,1,2021,May,21
2023-08-08,Germany,Basic,50,1,11,No,Twitter,2,2023,Aug,8
2023-02-28,United states,Premium,100,4,8,No,Direct,0,2023,Feb,28
2024-02-20,Nigeria,Free,0,4,7,No,Direct,1,2024,Feb,20
2021-04-21,United states,Free,0,1,10,No,Direct,1,2021,Apr,21
2021-11-02,Canada,Free,0,6,9,No,LinkedIn,2,2021,Nov,2
2023-04-28,United states,Free,0,3,10,Yes,LinkedIn,3,2023,Apr,28
2020-07-26,Canada,Free,0,4,7,No,Direct,0,2020,Jul,26
2023-10-04,Nigeria,Premium,100,2,11,No,Google Ads,1,2023,Oct,4
2020-11-21,Germany,Premium,100,4,14,Yes,Direct,0,2020,Nov,21
2023-04-26,United states,Basic,50,4,4,No,LinkedIn,2,2023,Apr,26
2021-11-15,Canada,Premium,100,3,6,No,Facebook,0,2021,Nov,15
2021-01-21,United kingdom,Premium,100,2,10,No,Referral,3,2021,Jan,21
2020-09-21,United states,Premium,100,4,10,No,Direct,0,2020,Sep,21
2023-04-18,Canada,Premium,100,1,8,Yes,Direct,1,2023,Apr,18
2020-04-14,United states,Premium,100,2,9,No,Direct,0,2020,Apr,14
2022-05-04,United states,Premium,100,3,10,No,Twitter,2,2022,May,4
2020-02-25,United kingdom,Basic,50,2,10,No,Google Ads,1,2020,Feb,25
2024-01-06,Germany,Free,0,2,9,No,Facebook,0,2024,Jan,6
2021-11-10,United kingdom,Free,0,4,11,No,LinkedIn,2,2021,Nov,10
2024-11-02,United states,Basic,50,4,20,Yes,Twitter,2,2024,Nov,2
2020-09-24,Nigeria,Premium,100,5,7,No,Google Ads,1,2020,Sep,24
2023-10-08,Nigeria,Premium,100,2,6,Yes,Facebook,4,2023,Oct,8
2024-03-09,United states,Premium,100,1,11,No,LinkedIn,0,2024,Mar,9
2024-04-20,Canada,Basic,50,2,11,No,Referral,1,2024,Apr,20
2022-11-08,Nigeria,Basic,50,2,7,No,Facebook,0,2022,Nov,8
2023-06-13,United states,Basic,50,1,11,No,Facebook,1,2023,Jun,13
2022-12-14,Nigeria,Free,0,4,8,No,Facebook,1,2022,Dec,14
2024-02-29,Canada,Free,0,2,4,No,Facebook,0,2024,Feb,29
2022-10-04,United kingdom,Premium,100,1,11,No,Referral,2,2022,Oct,4
2024-02-21,Canada,Enterprise,500,3,8,No,Referral,0,2024,Feb,21
2021-08-05,Nigeria,Basic,50,1,8,No,Referral,2,2021,Aug,5
2023-06-06,Canada,Basic,50,2,16,No,LinkedIn,1,2023,Jun,6
2024-02-23,Nigeria,Premium,100,4,11,No,Google Ads,1,2024,Feb,23
2023-12-23,United kingdom,Basic,50,2,12,No,LinkedIn,4,2023,Dec,23
2022-10-24,Canada,Basic,50,7,7,No,Twitter,2,2022,Oct,24
2022-11-01,Nigeria,Premium,100,4,7,No,Twitter,0,2022,Nov,1
2023-03-03,United kingdom,Premium,100,0,11,No,Twitter,3,2023,Mar,3
2022-03-10,United kingdom,Premium,100,3,13,No,Facebook,1,2022,Mar,10
2024-05-01,Germany,Premium,100,1,10,No,Twitter,1,2024,May,1
2020-03-03,United states,Basic,50,1,12,No,LinkedIn,1,2020,Mar,3
2024-07-14,Nigeria,Basic,50,3,5,No,Direct,1,2024,Jul,14
2020-11-01,United states,Basic,50,3,11,No,Direct,1,2020,Nov,1
2020-02-08,United states,Basic,50,6,15,No,Google Ads,3,2020,Feb,8
2021-06-08,Nigeria,Enterprise,500,3,8,Yes,Twitter,0,2021,Jun,8
2021-02-28,Canada,Enterprise,500,3,15,Yes,Referral,0,2021,Feb,28
2023-06-16,Canada,Basic,50,1,11,No,Referral,2,2023,Jun,16
2025-02-22,United states,Enterprise,500,2,18,No,Google Ads,1,2025,Feb,22
2025-07-03,Canada,Premium,100,2,7,No,LinkedIn,0,2025,Jul,3
2025-04-17,Canada,Basic,50,4,7,No,LinkedIn,0,2025,Apr,17
2020-05-01,United kingdom,Basic,50,3,7,No,LinkedIn,3,2020,May,1
2021-03-14,United states,Basic,50,2,8,No,LinkedIn,0,2021,Mar,14
2025-06-06,Nigeria,Basic,50,5,10,No,Direct,0,2025,Jun,6
2021-06-11,United kingdom,Premium,100,4,11,Yes,Direct,0,2021,Jun,11
2023-10-22,Canada,Basic,50,0,14,No,Direct,1,2023,Oct,22
2023-11-07,United states,Basic,50,4,6,No,Direct,1,2023,Nov,7
2024-08-19,Canada,Premium,100,0,11,No,Direct,3,2024,Aug,19
2022-01-23,Nigeria,Basic,50,2,9,Yes,Google Ads,1,2022,Jan,23
2023-05-23,Nigeria,Premium,100,2,9,No,Google Ads,0,2023,May,23
2022-11-10,Nigeria,Premium,100,6,15,No,LinkedIn,0,2022,Nov,10
2022-10-07,United states,Enterprise,500,2,11,No,Referral,0,2022,Oct,7
2021-06-10,Nigeria,Enterprise,500,2,15,No,LinkedIn,2,2021,Jun,10
2020-10-26,United states,Premium,100,2,12,No,Twitter,0,2020,Oct,26
2021-02-05,United states,Basic,50,0,11,No,Direct,4,2021,Feb,5
2025-02-12,United kingdom,Premium,100,3,13,No,Twitter,1,2025,Feb,12
2024-08-30,United states,Enterprise,500,2,6,Yes,Referral,2,2024,Aug,30
2022-11-09,United states,Basic,50,0,3,No,Direct,1,2022,Nov,9
2021-05-08,United states,Basic,50,2,9,No,Referral,1,2021,May,8
2022-05-25,United states,Premium,100,3,12,Yes,Google Ads,4,2022,May,25
2021-11-13,Canada,Basic,50,2,14,No,Direct,0,2021,Nov,13
2022-10-01,United kingdom,Free,0,1,11,No,Direct,0,2022,Oct,1
2021-11-04,United kingdom,Premium,100,4,11,No,LinkedIn,2,2021,Nov,4
2025-03-03,United kingdom,Premium,100,3,8,Yes,Direct,1,2025,Mar,3
2020-03-22,United states,Free,0,3,14,No,Facebook,1,2020,Mar,22
2024-05-01,United kingdom,Free,0,2,11,No,Twitter,0,2024,May,1
2023-02-07,Nigeria,Premium,100,1,5,No,Twitter,0,2023,Feb,7
2023-06-18,United states,Premium,100,6,13,No,Direct,1,2023,Jun,18
2021-01-01,Germany,Free,0,2,10,No,Direct,1,2021,Jan,1
2021-05-12,Nigeria,Basic,50,6,12,No,Direct,0,2021,May,12
2020-05-26,Germany,Free,0,2,10,No,Direct,0,2020,May,26
2024-07-04,United kingdom,Free,0,2,11,Yes,Referral,2,2024,Jul,4
2022-12-05,United states,Basic,50,3,9,No,Google Ads,1,2022,Dec,5
2024-01-04,United kingdom,Basic,50,1,6,No,Google Ads,1,2024,Jan,4
2021-03-29,United states,Basic,50,5,9,No,Google Ads,1,2021,Mar,29
2020-10-10,Nigeria,Premium,100,2,12,No,Google Ads,0,2020,Oct,10
2022-10-31,United states,Enterprise,500,2,10,No,Facebook,0,2022,Oct,31
2020-12-12,Germany,Free,0,2,11,No,Referral,0,2020,Dec,12
2021-05-24,United kingdom,Premium,100,2,7,Yes,Referral,0,2021,May,24
2025-05-25,United states,Free,0,2,11,No,Referral,0,2025,May,25
2022-07-28,Canada,Basic,50,4,8,No,Referral,1,2022,Jul,28
2024-05-23,United states,Premium,100,2,13,No,Twitter,0,2024,May,23
2023-05-10,Canada,Premium,100,6,11,No,Direct,1,2023,May,10
2024-06-26,United kingdom,Premium,100,0,8,No,Facebook,1,2024,Jun,26
2023-05-24,United kingdom,Basic,50,5,12,No,Facebook,2,2023,May,24
2025-03-20,United states,Basic,50,8,9,No,Facebook,0,2025,Mar,20
2020-05-05,United kingdom,Basic,50,1,9,No,Facebook,0,2020,May,5
2023-03-04,United states,Basic,50,2,14,No,Direct,0,2023,Mar,4
2022-10-06,Nigeria,Basic,50,0,13,No,Referral,0,2022,Oct,6
2020-10-31,Canada,Basic,50,4,10,No,Twitter,1,2020,Oct,31
2020-03-31,Canada,Enterprise,500,1,9,No,Twitter,5,2020,Mar,31
2023-03-22,Canada,Free,0,4,8,No,Twitter,0,2023,Mar,22
2023-10-03,Nigeria,Premium,100,3,10,No,Google Ads,0,2023,Oct,3
2024-08-24,United states,Free,0,3,11,No,Referral,1,2024,Aug,24
2020-09-02,United states,Basic,50,4,8,No,Facebook,0,2020,Sep,2
2021-09-15,Nigeria,Basic,50,2,8,No,LinkedIn,0,2021,Sep,15
2024-10-10,United states,Enterprise,500,1,11,No,LinkedIn,2,2024,Oct,10
2023-05-15,United states,Premium,100,4,13,No,Referral,2,2023,May,15
2022-11-13,United states,Basic,50,3,5,No,LinkedIn,0,2022,Nov,13
2024-02-20,United states,Premium,100,2,13,No,Referral,1,2024,Feb,20
2024-05-30,United states,Basic,50,3,7,Yes,Direct,3,2024,May,30
2020-08-19,United states,Free,0,1,9,No,Referral,0,2020,Aug,19
2025-07-16,Nigeria,Free,0,4,9,No,Twitter,0,2025,Jul,16
2025-06-23,United states,Free,0,1,8,No,Facebook,1,2025,Jun,23
2024-09-12,United states,Premium,100,2,14,No,Direct,1,2024,Sep,12
2021-09-06,United states,Free,0,2,6,No,Referral,0,2021,Sep,6
2024-11-20,United states,Basic,50,3,5,No,Referral,2,2024,Nov,20
2023-11-09,United kingdom,Enterprise,500,2,9,Yes,Referral,2,2023,Nov,9
2023-06-06,Canada,Basic,50,3,13,Yes,Facebook,0,2023,Jun,6
2020-06-15,United states,Free,0,4,4,No,Twitter,2,2020,Jun,15
2024-05-01,United states,Free,0,5,13,Yes,Twitter,0,2024,May,1
2023-08-16,Germany,Basic,50,3,12,No,Twitter,0,2023,Aug,16
2020-08-29,United states,Basic,50,4,8,No,Facebook,2,2020,Aug,29
2024-06-25,Nigeria,Enterprise,500,0,6,No,Google Ads,1,2024,Jun,25
2021-07-27,United states,Free,0,2,10,No,Google Ads,1,2021,Jul,27
2021-04-18,Nigeria,Basic,50,1,13,No,Facebook,1,2021,Apr,18
2021-11-19,United states,Premium,100,4,12,No,Referral,0,2021,Nov,19
